id,key,value,type
11834007,highway,residential,unspecified
11834007,cfcc,A41,tiger
11834007,reviewed,no,tiger
11834007,zip_left,15102,tiger
11834007,name_base,Delaware,tiger
11834007,name_type,Ave,tiger
11834007,zip_right,15102,tiger
11834146,name,Woodlawn Avenue,unspecified
11834146,name_1,Woodlawn Street,unspecified
11834146,highway,residential,unspecified
11834146,cfcc,A41,tiger
11834146,reviewed,no,tiger
11834146,zip_left,15147,tiger
11834146,name_base,Woodlawn,tiger
11834146,name_type,Ave,tiger
11834146,zip_right,15147,tiger
11834146,name_base_1,Woodlawn,tiger
11834146,name_type_1,St,tiger
11834243,name,Plantation Drive,unspecified
11834243,highway,residential,unspecified
11834243,cfcc,A41,tiger
11834243,reviewed,no,tiger
11834243,zip_left,15102,tiger
11834243,name_base,Plantation,tiger
11834243,name_type,Dr,tiger
11834243,zip_right,15102,tiger
11834334,name,Bartwood Street,unspecified
11834334,highway,residential,unspecified
11834334,cfcc,A41,tiger
11834334,reviewed,no,tiger
11834334,zip_left,15132,tiger
11834334,name_base,Bartwood,tiger
11834334,name_type,St,tiger
11834334,zip_right,15132,tiger
11834443,name,Martha Street,unspecified
11834443,highway,residential,unspecified
11834443,cfcc,A41,tiger
11834443,reviewed,no,tiger
11834443,zip_left,15071,tiger
11834443,name_base,Martha,tiger
11834443,name_type,St,tiger
11834443,zip_right,15071,tiger
11834516,name,Greenhurst Drive,unspecified
11834516,oneway,yes,unspecified
11834516,highway,tertiary,unspecified
11834516,cfcc,A41,tiger
11834516,zip_left,15243,tiger
11834516,name_base,Greenhurst,tiger
11834516,name_type,Dr,tiger
11834516,zip_right,15243,tiger
11834606,name,Faith Drive,unspecified
11834606,highway,residential,unspecified
11834606,cfcc,A41,tiger
11834606,reviewed,no,tiger
11834606,zip_left,15236,tiger
11834606,name_base,Faith,tiger
11834606,name_type,Dr,tiger
11834606,zip_right,15236,tiger
11834680,name,Strawberry Alley,unspecified
11834680,lanes,1,unspecified
11834680,highway,service,unspecified
11834680,service,alley,unspecified
11834680,cfcc,A41,tiger
11834680,name_base,Strawberry,tiger
11834680,name_type,Aly,tiger
11834742,name,Fair Hill Road,unspecified
11834742,highway,residential,unspecified
11834742,cfcc,A41,tiger
11834742,reviewed,no,tiger
11834742,name_base,Fair Hill,tiger
11834742,name_type,Rd,tiger
11834845,name,Wood Alley,unspecified
11834845,highway,service,unspecified
11834845,cfcc,A73,tiger
11834845,reviewed,no,tiger
11834845,zip_left,15025,tiger
11834845,name_base,Wood,tiger
11834845,name_type,Aly,tiger
11834845,zip_right,15025,tiger
11834938,name,Rankin Road,unspecified
11834938,highway,service,unspecified
11834938,service,driveway,unspecified
11834938,cfcc,A41,tiger
11834938,reviewed,no,tiger
11834938,zip_left,15135,tiger
11834938,name_base,Rankin,tiger
11834938,name_type,Rd,tiger
11834938,zip_right,15135,tiger
11835025,name,Falck Road,unspecified
11835025,highway,residential,unspecified
11835025,cfcc,A41,tiger
11835025,reviewed,no,tiger
11835025,zip_left,15136,tiger
11835025,name_base,Falck,tiger
11835025,name_type,Rd,tiger
11835025,zip_right,15136,tiger
11835137,name,Hastings Avenue,unspecified
11835137,highway,residential,unspecified
11835137,cfcc,A41,tiger
11835137,reviewed,no,tiger
11835137,zip_left,15071,tiger
11835137,name_base,Hastings,tiger
11835137,name_type,Ave,tiger
11835137,zip_right,15071,tiger
11835209,name,Myrtle Lane,unspecified
11835209,highway,residential,unspecified
11835209,cfcc,A41,tiger
11835209,reviewed,no,tiger
11835209,zip_left,15143,tiger
11835209,name_base,Myrtle,tiger
11835209,name_type,Ln,tiger
11835209,zip_right,15143,tiger
11835289,name,Kearns Avenue,unspecified
11835289,highway,residential,unspecified
11835289,cfcc,A41,tiger
11835289,reviewed,no,tiger
11835289,zip_left,15205,tiger
11835289,name_base,Kearns,tiger
11835289,name_type,Ave,tiger
11835289,zip_right,15205,tiger
11835389,name,Winter Avenue,unspecified
11835389,lanes,2,unspecified
11835389,highway,residential,unspecified
11835389,cfcc,A41,tiger
11835389,zip_left,15229,tiger
11835389,name_base,Winter,tiger
11835389,name_type,Ave,tiger
11835389,zip_right,15229,tiger
11835486,name,Union Street,unspecified
11835486,highway,residential,unspecified
11835486,cfcc,A41,tiger
11835486,reviewed,no,tiger
11835486,name_base,Union,tiger
11835486,name_type,St,tiger
11835648,name,Birch Lane,unspecified
11835648,highway,residential,unspecified
11835648,cfcc,A41,tiger
11835648,reviewed,no,tiger
11835648,zip_left,15084,tiger
11835648,name_base,Birch,tiger
11835648,name_type,Ln,tiger
11835736,name,Whittier Drive,unspecified
11835736,highway,residential,unspecified
11835736,cfcc,A41,tiger
11835736,reviewed,no,tiger
11835736,zip_left,15235,tiger
11835736,name_base,Whittier,tiger
11835736,name_type,Dr,tiger
11835736,zip_right,15235,tiger
11835873,highway,residential,unspecified
11835873,name,North Canal Street,unspecified
11835873,cfcc,A41,tiger
11835873,name_base,Canal,tiger
11835873,name_direction_prefix,N,tiger
11835873,name_type,St,tiger
11835873,reviewed,no,tiger
11835873,zip_left,15065,tiger
11835873,zip_right,15065,tiger
11835963,highway,residential,unspecified
11835963,name,Lincoln Avenue,unspecified
11835963,cfcc,A41,tiger
11835963,name_base,Lincoln,tiger
11835963,name_type,Ave,tiger
11836078,name,Fairview Road,unspecified
11836078,name_1,T838,unspecified
11836078,name_2,Brade Brooks Road,unspecified
11836078,highway,residential,unspecified
11836078,cfcc,A41,tiger
11836078,reviewed,no,tiger
11836078,name_base,Fairview,tiger
11836078,name_type,Rd,tiger
11836078,name_base_1,T838,tiger
11836078,name_base_2,Brade Brooks,tiger
11836078,name_type_2,Rd,tiger
11836244,name,Leslie Drive,unspecified
11836244,FIXME,correct location?,unspecified
11836244,highway,residential,unspecified
11836244,cfcc,A41,tiger
11836244,reviewed,no,tiger
11836244,zip_left,15101,tiger
11836244,name_base,Leslie,tiger
11836244,name_type,Dr,tiger
11836244,zip_right,15101,tiger
11836417,name,Teal Drive,unspecified
11836417,highway,residential,unspecified
11836417,cfcc,A41,tiger
11836417,reviewed,no,tiger
11836417,zip_left,15136,tiger
11836417,name_base,Teal,tiger
11836417,name_type,Dr,tiger
11836417,zip_right,15136,tiger
11836507,access,private,unspecified
11836507,highway,service,unspecified
11836507,cfcc,A74,tiger
11836507,tlid,51168805,tiger
11836507,source,tiger_import_dch_v0.7_20071110,tiger
11836507,reviewed,no,tiger
11836614,highway,service,unspecified
11836614,cfcc,A41,tiger
11836614,reviewed,no,tiger
11836727,name,North Howard Avenue,unspecified
11836727,oneway,yes,unspecified
11836727,highway,residential,unspecified
11836727,surface,brick,unspecified
11836727,cfcc,A41,tiger
11836727,zip_left,15202,tiger
11836727,name_base,Howard,tiger
11836727,name_type,Ave,tiger
11836727,zip_right,15202,tiger
11836727,name_direction_prefix,N,tiger
11836833,name,Seldom Seen Road,unspecified
11836833,oneway,no,unspecified
11836833,highway,residential,unspecified
11836833,maxspeed,15 mph,unspecified
11836833,cfcc,A41,tiger
11836833,reviewed,no,tiger
11836833,zip_left,15090,tiger
11836833,name_base,Kearns,tiger
11836833,name_type,Rd,tiger
11836833,zip_right,15090,tiger
11836911,highway,residential,unspecified
11836911,cfcc,A41,tiger
11836911,reviewed,no,tiger
11837029,name,Atlantic Avenue,unspecified
11837029,highway,residential,unspecified
11837029,cfcc,A41,tiger
11837029,reviewed,no,tiger
11837029,name_base,Atlantic,tiger
11837029,name_type,Ave,tiger
11837266,name,Violet Way,unspecified
11837266,highway,service,unspecified
11837266,service,alley,unspecified
11837266,cfcc,A41,tiger
11837266,zip_left,15220,tiger
11837266,name_base,Violet,tiger
11837266,name_type,Way,tiger
11837266,zip_right,15220,tiger
11837417,ref,PA 136,unspecified
11837417,name,Bunola River Road,unspecified
11837417,highway,primary,unspecified
11837417,rcn_ref,S,unspecified
11837417,cfcc,A31,tiger
11837417,reviewed,no,tiger
11837417,zip_left,15063,tiger
11837417,name_base,Bunola River,tiger
11837417,name_type,Rd,tiger
11837417,zip_right,15063,tiger
11837417,name_base_1,State Route 136,tiger
11837417,old_ref_legislative,181,unspecified
11837590,name,Gypsum Way,unspecified
11837590,highway,service,unspecified
11837590,service,alley,unspecified
11837590,surface,unpaved,unspecified
11837590,cfcc,A41,tiger
11837590,name_base,Gypsum,tiger
11837590,name_type,Way,tiger
11837677,name,Southvue Drive,unspecified
11837677,highway,residential,unspecified
11837677,cfcc,A41,tiger
11837677,reviewed,no,tiger
11837677,zip_left,15241,tiger
11837677,name_base,Southvue,tiger
11837677,name_type,Dr,tiger
11837677,zip_right,15241,tiger
11837769,name,Orchard Street,unspecified
11837769,highway,residential,unspecified
11837769,cfcc,A41,tiger
11837769,reviewed,no,tiger
11837769,zip_left,15106,tiger
11837769,name_base,Orchard,tiger
11837769,name_type,St,tiger
11837769,zip_right,15106,tiger
11837897,access,private,unspecified
11837897,highway,service,unspecified
11837897,cfcc,A74,tiger
11837897,tlid,51182147,tiger
11837897,source,tiger_import_dch_v0.7_20071110,tiger
11837897,reviewed,no,tiger
11838110,name,Noblestown Road,unspecified
11838110,lanes,2,unspecified
11838110,oneway,yes,unspecified
11838110,highway,tertiary,unspecified
11838110,cfcc,A41,tiger
11838110,name,Allegheny County DCS - Allegheny County - Street Centerlines(http://www.pasda.psu.edu/uci/MetadataDisplay.aspx?entry=PASDA&file=AlleghenyCounty_StreetCenterlines201308.xml&dataset=1224),source
11838110,name_base,Spring,tiger
11838110,name_type,St,tiger
11838272,name,Rosewood Drive,unspecified
11838272,highway,residential,unspecified
11838272,cfcc,A41,tiger
11838272,reviewed,no,tiger
11838272,zip_left,15116,tiger
11838272,name_base,Rosewood,tiger
11838272,name_type,Dr,tiger
11838272,zip_right,15116,tiger
11838395,name,Grant Avenue,unspecified
11838395,highway,residential,unspecified
11838395,cfcc,A41,tiger
11838395,zip_left,15237,tiger
11838395,name_base,Grant,tiger
11838395,name_type,Ave,tiger
11838395,zip_right,15237,tiger
11838552,name,Railroad Street,unspecified
11838552,highway,residential,unspecified
11838552,cfcc,A41,tiger
11838552,reviewed,no,tiger
11838552,name_base,Railroad,tiger
11838552,name_type,St,tiger
11838654,highway,residential,unspecified
11838654,name,Lakewood Avenue,unspecified
11838654,cfcc,A41,tiger
11838654,name_base,Lakewood,tiger
11838654,name_type,Ave,tiger
11838654,zip_left,15229,tiger
11838654,zip_right,15229,tiger
11838940,highway,residential,unspecified
11838940,cfcc,A41,tiger
11838940,tlid,51149545,tiger
11838940,source,tiger_import_dch_v0.7_20071110,tiger
11838940,reviewed,no,tiger
11838940,separated,no,tiger
11839067,name,Ponderosa Court,unspecified
11839067,highway,residential,unspecified
11839067,cfcc,A41,tiger
11839067,reviewed,no,tiger
11839067,zip_left,15044,tiger
11839067,name_base,Ponderosa,tiger
11839067,name_type,Ct,tiger
11839067,zip_right,15044,tiger
11839174,name,Grandview Avenue,unspecified
11839174,highway,residential,unspecified
11839174,cfcc,A41,tiger
11839174,zip_left,15226,tiger
11839174,name_base,Grandview,tiger
11839174,name_type,Ave,tiger
11839174,zip_right,15226,tiger
11839298,name,Talley Drive,unspecified
11839298,lanes,2,unspecified
11839298,highway,residential,unspecified
11839298,cfcc,A41,tiger
11839298,name_base,Talley,tiger
11839298,name_type,Dr,tiger
11839398,name,Short Canal Street,unspecified
11839398,highway,residential,unspecified
11839398,cfcc,A41,tiger
11839398,reviewed,no,tiger
11839398,zip_left,15215,tiger
11839398,name_base,Short Canal,tiger
11839398,name_type,St,tiger
11839398,zip_right,15215,tiger
11839484,name,20th Street,unspecified
11839484,highway,residential,unspecified
11839484,cfcc,A41,tiger
11839484,reviewed,no,tiger
11839484,zip_left,15215,tiger
11839484,name_base,20th,tiger
11839484,name_type,St,tiger
11839484,zip_right,15215,tiger
11839687,name,Piney Fork Road,unspecified
11839687,highway,tertiary,unspecified
11839687,cfcc,A41,tiger
11839687,reviewed,no,tiger
11839687,zip_left,15129,tiger
11839687,name_base,Piney Fork,tiger
11839687,name_type,Rd,tiger
11839687,zip_right,15129,tiger
11839763,highway,residential,unspecified
11839763,cfcc,A41,tiger
11839763,tlid,51177889,tiger
11839763,source,tiger_import_dch_v0.7_20071110,tiger
11839763,reviewed,no,tiger
11839763,separated,no,tiger
11839846,name,Dishart Court,unspecified
11839846,highway,residential,unspecified
11839846,cfcc,A41,tiger
11839846,zip_left,15101,tiger
11839846,name_base,Dishart,tiger
11839846,name_type,Ct,tiger
11839846,zip_right,15101,tiger
11839975,name,Line Street,unspecified
11839975,highway,residential,unspecified
11839975,cfcc,A41,tiger
11839975,reviewed,no,tiger
11839975,zip_left,15145,tiger
11839975,name_base,Line,tiger
11839975,name_type,St,tiger
11839975,zip_right,15145,tiger
11840105,name,Royal Oak Drive,unspecified
11840105,lanes,2,unspecified
11840105,highway,residential,unspecified
11840105,cfcc,A41,tiger
11840105,tlid,51695901,tiger
11840105,source,tiger_import_dch_v0.7_20071109,tiger
11840105,zip_left,15090,tiger
11840105,name_base,Royal Oak,tiger
11840105,name_type,Dr,tiger
11840105,separated,no,tiger
11840105,zip_right,15090,tiger
11840237,name,East Street,unspecified
11840237,highway,residential,unspecified
11840237,cfcc,A41,tiger
11840237,reviewed,no,tiger
11840237,zip_left,15084,tiger
11840237,name_base,East,tiger
11840237,name_type,St,tiger
11840237,zip_right,15084,tiger
11840342,name,Sunnyfield Drive,unspecified
11840342,highway,residential,unspecified
11840342,cfcc,A41,tiger
11840342,zip_left,15146,tiger
11840342,name_base,Sunnyfield,tiger
11840342,name_type,Dr,tiger
11840342,zip_right,15146,tiger
11840446,name,Georgian Place,unspecified
11840446,highway,residential,unspecified
11840446,cfcc,A41,tiger
11840446,reviewed,no,tiger
11840446,zip_left,15215,tiger
11840446,name_base,Georgian,tiger
11840446,name_type,Pl,tiger
11840446,zip_right,15215,tiger
11840556,name,Steuben Street,unspecified
11840556,FIXME,check lanes,unspecified
11840556,lanes,2,unspecified
11840556,layer,1,unspecified
11840556,bridge,yes,unspecified
11840556,oneway,yes,unspecified
11840556,highway,trunk,unspecified
11840556,cfcc,A25,tiger
11840556,name_base,Steuben,tiger
11840556,name_type,St,tiger
11840556,name_base_1,United States Highway 19,tiger
11840556,name_base_2,State Route 51,tiger
11840556,old_ref_legislative,257 Spur A,unspecified
11840689,name,Galway Drive,unspecified
11840689,highway,residential,unspecified
11840689,cfcc,A41,tiger
11840689,reviewed,no,tiger
11840689,zip_left,15102,tiger
11840689,name_base,Galway,tiger
11840689,name_type,Dr,tiger
11840689,zip_right,15102,tiger
11840893,access,private,unspecified
11840893,highway,service,unspecified
11840893,cfcc,A74,tiger
11840893,tlid,51178203:51178204,tiger
11840893,source,tiger_import_dch_v0.7_20071110,tiger
11840893,reviewed,no,tiger
11841007,name,Frankstown Avenue,unspecified
11841007,bicycle,designated,unspecified
11841007,highway,secondary,unspecified
11841007,cfcc,A31,tiger
11841007,reviewed,no,tiger
11841007,zip_left,15221,tiger
11841007,name_base,Frankstown,tiger
11841007,name_type,Ave,tiger
11841007,zip_right,15221,tiger
11841007,name_base_1,State Route 380,tiger
11841089,name,Maple Ridge Drive,unspecified
11841089,highway,residential,unspecified
11841089,cfcc,A41,tiger
11841089,reviewed,no,tiger
11841089,zip_left,15024,tiger
11841089,name_base,Maple Ridge,tiger
11841089,name_type,Dr,tiger
11841089,zip_left_1,15024,tiger
11841215,highway,residential,unspecified
11841215,name,Nelson Avenue,unspecified
11841215,cfcc,A41,tiger
11841215,name_base,Nelson,tiger
11841215,name_type,Ave,tiger
11841215,reviewed,no,tiger
11841215,zip_left,15014,tiger
11841215,zip_right,15014,tiger
11845169,highway,residential,unspecified
11845169,cfcc,A41,tiger
11845169,tlid,51177343,tiger
11845169,source,tiger_import_dch_v0.7_20071110,tiger
11845169,reviewed,no,tiger
11845169,separated,no,tiger
11846048,highway,residential,unspecified
11846048,cfcc,A41,tiger
11846048,tlid,51178712,tiger
11846048,source,tiger_import_dch_v0.7_20071110,tiger
11846048,reviewed,no,tiger
11846048,separated,no,tiger
11846956,access,private,unspecified
11846956,highway,service,unspecified
11846956,cfcc,A74,tiger
11846956,tlid,51180982,tiger
11846956,source,tiger_import_dch_v0.7_20071110,tiger
11846956,reviewed,no,tiger
11848455,highway,residential,unspecified
11848455,cfcc,A41,tiger
11848455,tlid,51177239,tiger
11848455,source,tiger_import_dch_v0.7_20071110,tiger
11848455,reviewed,no,tiger
11848455,separated,no,tiger
11849504,access,private,unspecified
11849504,highway,service,unspecified
11849504,cfcc,A74,tiger
11849504,tlid,51154475,tiger
11849504,source,tiger_import_dch_v0.7_20071110,tiger
11849504,reviewed,no,tiger
11850013,access,private,unspecified
11850013,highway,service,unspecified
11850013,service,driveway,unspecified
11850013,cfcc,A41,tiger
11851036,highway,service,unspecified
11851036,cfcc,A41,tiger
11851036,tlid,51161837,tiger
11851036,source,tiger_import_dch_v0.7_20071110,tiger
11851036,reviewed,no,tiger
11851036,separated,no,tiger
11851639,name,Grandview Farms Court,unspecified
11851639,highway,residential,unspecified
11851639,cfcc,A41,tiger
11851639,reviewed,no,tiger
11851639,zip_left,15102,tiger
11851639,name_base,Grandview Farms,tiger
11851639,name_type,Ct,tiger
11851639,zip_right,15102,tiger
11851813,name,Jonathan Court,unspecified
11851813,source,bing,unspecified
11851813,highway,service,unspecified
11851961,name,Havana Drive,unspecified
11851961,highway,residential,unspecified
11851961,cfcc,A41,tiger
11851961,reviewed,no,tiger
11851961,zip_left,15239,tiger
11851961,name_base,Havana,tiger
11851961,name_type,Dr,tiger
11851961,zip_right,15239,tiger
11852361,lanes,1,unspecified
11852361,access,private,unspecified
11852361,highway,service,unspecified
11852361,service,driveway,unspecified
11852361,cfcc,A41,tiger
11852361,reviewed,no,tiger
11852454,name,Sweetbriar Street,unspecified
11852454,lanes,2,unspecified
11852454,highway,residential,unspecified
11852454,cfcc,A41,tiger
11852454,reviewed,no,tiger
11852454,zip_left,15211,tiger
11852454,name_base,Sweetbriar,tiger
11852454,name_type,St,tiger
11852454,zip_left_1,15211,tiger
11852454,zip_left_2,15211,tiger
11852454,zip_left_3,15211,tiger
11852607,name,Woodbury Drive,unspecified
11852607,highway,residential,unspecified
11852607,cfcc,A41,tiger
11852607,reviewed,no,tiger
11852607,zip_left,15090,tiger
11852607,name_base,Woodbury,tiger
11852607,name_type,Dr,tiger
11852607,zip_right,15090,tiger
11852726,name,Montpelier Avenue,unspecified
11852726,highway,residential,unspecified
11852726,cfcc,A41,tiger
11852726,reviewed,no,tiger
11852726,zip_left,15216,tiger
11852726,name_base,Montpelier,tiger
11852726,name_type,Ave,tiger
11852726,zip_right,15216,tiger
11852871,name,Burson Way,unspecified
11852871,highway,service,unspecified
11852871,service,alley,unspecified
11852871,cfcc,A41,tiger
11852871,reviewed,no,tiger
11852871,zip_left,15211,tiger
11852871,name_base,Burson,tiger
11852871,name_type,Way,tiger
11852871,zip_right,15211,tiger
11852973,access,private,unspecified
11852973,highway,service,unspecified
11852973,cfcc,A74,tiger
11852973,tlid,51171541,tiger
11852973,source,tiger_import_dch_v0.7_20071110,tiger
11852973,reviewed,no,tiger
11853102,name,Wren Drive,unspecified
11853102,highway,residential,unspecified
11853102,cfcc,A41,tiger
11853102,reviewed,no,tiger
11853102,zip_left,15136,tiger
11853102,name_base,Wren,tiger
11853102,name_type,Dr,tiger
11853102,zip_right,15136,tiger
11853219,name,Valleyview Drive,unspecified
11853219,highway,residential,unspecified
11853219,cfcc,A41,tiger
11853219,reviewed,no,tiger
11853219,zip_left,15215,tiger
11853219,name_base,Valleyview,tiger
11853219,name_type,Dr,tiger
11853219,zip_right,15215,tiger
11853330,name,Brownsville Road,unspecified
11853330,lanes,2,unspecified
11853330,bicycle,designated,unspecified
11853330,highway,tertiary,unspecified
11853330,cfcc,A41,tiger
11853330,reviewed,no,tiger
11853330,zip_left,15227,tiger
11853330,name_base,Brownsville,tiger
11853330,name_type,Rd,tiger
11853330,zip_right,15227,tiger
11853536,highway,residential,unspecified
11853536,name,Kenn Avenue,unspecified
11853536,cfcc,A41,tiger
11853536,name_base,Kenn,tiger
11853536,name_type,Ave,tiger
11853536,reviewed,no,tiger
11853536,zip_left,15214,tiger
11853536,zip_right,15214,tiger
11853672,name,Lookout Lane,unspecified
11853672,highway,residential,unspecified
11853672,cfcc,A41,tiger
11853672,reviewed,no,tiger
11853672,zip_left,15084,tiger
11853672,name_base,Lookout,tiger
11853672,name_type,Ln,tiger
11853672,zip_right,15084,tiger
11853941,name,Massachusetts Avenue,unspecified
11853941,highway,residential,unspecified
11853941,cfcc,A41,tiger
11853941,zip_left,15212,tiger
11853941,name_base,Massachusetts,tiger
11853941,name_type,Ave,tiger
11853941,zip_right,15212,tiger
11854124,name,Radisson Road,unspecified
11854124,source,TIGER;bing,unspecified
11854124,highway,residential,unspecified
11854124,cfcc,A41,tiger
11854124,reviewed,no,tiger
11854124,zip_left,15227,tiger
11854124,name_base,Radisson,tiger
11854124,name_type,Rd,tiger
11854124,zip_right,15227,tiger
11854315,name,Cecilia Drive,unspecified
11854315,highway,residential,unspecified
11854315,cfcc,A41,tiger
11854315,reviewed,no,tiger
11854315,zip_left,15227,tiger
11854315,name_base,Cecilia,tiger
11854315,name_type,Dr,tiger
11854315,zip_right,15227,tiger
11854449,name,Berkshire Avenue,unspecified
11854449,highway,residential,unspecified
11854449,cfcc,A41,tiger
11854449,reviewed,no,tiger
11854449,zip_left,15226,tiger
11854449,name_base,Berkshire,tiger
11854449,name_type,Ave,tiger
11854449,zip_right,15226,tiger
11854598,name,Beechford Road,unspecified
11854598,highway,residential,unspecified
11854598,cfcc,A41,tiger
11854598,reviewed,no,tiger
11854598,zip_left,15235,tiger
11854598,name_base,Beechford,tiger
11854598,name_type,Rd,tiger
11854598,zip_right,15235,tiger
11854734,name,Victoria Avenue,unspecified
11854734,lanes,2,unspecified
11854734,highway,residential,unspecified
11854734,cfcc,A41,tiger
11854734,zip_left,15202,tiger
11854734,name_base,Victoria,tiger
11854734,name_type,Ave,tiger
11854734,zip_right,15202,tiger
11854919,name,Distillery Lane,unspecified
11854919,name_1,T739,unspecified
11854919,highway,residential,unspecified
11854919,cfcc,A41,tiger
11854919,reviewed,no,tiger
11854919,zip_left,15425,tiger
11854919,name_base,Distillery,tiger
11854919,name_type,Ln,tiger
11854919,zip_right,15425,tiger
11854919,name_base_1,T739,tiger
11862402,name,Jills Lane,unspecified
11862402,highway,residential,unspecified
11862402,cfcc,A41,tiger
11862402,reviewed,no,tiger
11862402,zip_left,15610,tiger
11862402,name_base,Jills,tiger
11862402,name_type,Ln,tiger
11862402,zip_right,15610,tiger
11863874,name,Breakneck Road,unspecified
11863874,name_1,Sr1051,unspecified
11863874,highway,unclassified,unspecified
11863874,cfcc,A41,tiger
11863874,reviewed,no,tiger
11863874,zip_left,15425,tiger
11863874,name_base,Breakneck,tiger
11863874,name_type,Rd,tiger
11863874,zip_right,15425,tiger
11863874,name_base_1,Sr1051,tiger
11865531,name,Medsger Road,unspecified
11865531,highway,residential,unspecified
11865531,cfcc,A41,tiger
11865531,reviewed,no,tiger
11865531,zip_left,15425,tiger
11865531,name_base,Medsger,tiger
11865531,name_type,Rd,tiger
11865531,zip_right,15425,tiger
11866299,name,Griffin Road,unspecified
11866299,name_1,Sr4015,unspecified
11866299,highway,residential,unspecified
11866299,cfcc,A41,tiger
11866299,reviewed,no,tiger
11866299,zip_left,15486,tiger
11866299,name_base,Griffin,tiger
11866299,name_type,Rd,tiger
11866299,zip_right,15486,tiger
11866299,name_base_1,Sr4015,tiger
11867431,name,Hancock Street,unspecified
11867431,highway,residential,unspecified
11867431,cfcc,A41,tiger
11867431,reviewed,no,tiger
11867431,zip_left,15473,tiger
11867431,name_base,Hancock,tiger
11867431,name_type,St,tiger
11868790,name,Perry Road,unspecified
11868790,highway,residential,unspecified
11868790,cfcc,A41,tiger
11868790,reviewed,no,tiger
11868790,name_base,Perry,tiger
11868790,name_type,Rd,tiger
11870441,ref,PA 819,unspecified
11870441,layer,1,unspecified
11870441,bridge,yes,unspecified
11870441,highway,secondary,unspecified
11870441,reg_name,Pennsyvlania Route 819,unspecified
11870441,tlid,51150408:51149480:51149492,tiger
11870441,source,tiger_import_dch_v0.7_20071110,tiger
11871167,name,French Island Road,unspecified
11871167,name_1,T763,unspecified
11871167,highway,residential,unspecified
11871167,cfcc,A41,tiger
11871167,reviewed,no,tiger
11871167,name_base,French Island,tiger
11871167,name_type,Rd,tiger
11871167,name_base_1,T763,tiger
11871952,name,Hopewell Road,unspecified
11871952,name_1,T850,unspecified
11871952,highway,residential,unspecified
11871952,cfcc,A41,tiger
11871952,reviewed,no,tiger
11871952,name_base,Hopewell,tiger
11871952,name_type,Rd,tiger
11871952,name_base_1,T850,tiger
11872357,name,T566,unspecified
11872357,highway,residential,unspecified
11872357,cfcc,A41,tiger
11872357,reviewed,no,tiger
11872357,name_base,T566,tiger
11872749,name,T766,unspecified
11872749,highway,residential,unspecified
11872749,cfcc,A41,tiger
11872749,reviewed,no,tiger
11872749,name_base,T766,tiger
11873752,name,Jim Town Road,unspecified
11873752,name_1,T754,unspecified
11873752,highway,residential,unspecified
11873752,cfcc,A41,tiger
11873752,reviewed,no,tiger
11873752,name_base,Jim Town Road,tiger
11873752,name_base_1,T754,tiger
11874085,name,Yetconish Road,unspecified
11874085,highway,residential,unspecified
11874085,cfcc,A41,tiger
11874085,reviewed,no,tiger
11874085,name_base,Yetconish,tiger
11874085,name_type,Rd,tiger
11874477,name,White Oak Drive,unspecified
11874477,highway,residential,unspecified
11874477,cfcc,A41,tiger
11874477,reviewed,no,tiger
11874477,zip_left,15469,tiger
11874477,name_base,White Oak,tiger
11874477,name_type,Dr,tiger
11874919,name,Laurel Lane,unspecified
11874919,name_1,T792,unspecified
11874919,highway,residential,unspecified
11874919,cfcc,A41,tiger
11874919,reviewed,no,tiger
11874919,zip_left,15610,tiger
11874919,name_base,Laurel,tiger
11874919,name_type,Ln,tiger
11874919,name_base_1,T792,tiger
11875244,name,Wash Run Road,unspecified
11875244,name_1,T735,unspecified
11875244,highway,residential,unspecified
11875244,cfcc,A41,tiger
11875244,reviewed,no,tiger
11875244,name_base,Wash Run,tiger
11875244,name_type,Rd,tiger
11875244,name_base_1,T735,tiger
11875554,name,Frank Gallo Lane,unspecified
11875554,highway,residential,unspecified
11875554,cfcc,A41,tiger
11875554,reviewed,no,tiger
11875554,name_base,Frank Gallo,tiger
11875554,name_type,Ln,tiger
11876122,name,Keslar School Road,unspecified
11876122,name_1,Kessler School Road,unspecified
11876122,highway,residential,unspecified
11876122,cfcc,A41,tiger
11876122,reviewed,no,tiger
11876122,zip_left,15490,tiger
11876122,name_base,Keslar School,tiger
11876122,name_type,Rd,tiger
11876122,zip_right,15490,tiger
11876122,name_base_1,Kessler School,tiger
11876122,name_type_1,Rd,tiger
11876583,ref,PA 982,unspecified
11876583,name,Pleasant Valley Road,unspecified
11876583,highway,secondary,unspecified
11876583,cfcc,A31,tiger
11876583,reviewed,no,tiger
11876583,zip_left,15425,tiger
11876583,name_base,Pleasant Valley,tiger
11876583,name_type,Rd,tiger
11876583,zip_right,15425,tiger
11876583,name_base_1,State Route 982,tiger
11876970,name,Johnston Street,unspecified
11876970,highway,residential,unspecified
11876970,cfcc,A41,tiger
11876970,reviewed,no,tiger
11876970,name_base,Johnston,tiger
11876970,name_type,St,tiger
11877391,name,Park Road,unspecified
11877391,highway,residential,unspecified
11877391,cfcc,A41,tiger
11877391,reviewed,no,tiger
11877391,name_base,Park,tiger
11877391,name_type,Rd,tiger
11877824,name,Forest Lake Road,unspecified
11877824,name_1,T863,unspecified
11877824,highway,residential,unspecified
11877824,cfcc,A41,tiger
11877824,reviewed,no,tiger
